depth,width,num_parameters,R_test,eq_error,test_error
4,20,1966,5,0.24668541550636292,0.14773058891296387
4,20,1966,10,1.5077831745147705,1.8063104152679443
4,20,1966,20,9.738576889038086,24.191967010498047
4,20,1966,40,41.12801742553711,164.34173583984375
4,21,2148,5,0.18865090608596802,0.1250922679901123
4,21,2148,10,1.4439777135849,2.2349343299865723
4,21,2148,20,9.706761360168457,28.772104263305664
4,21,2148,40,43.89218521118164,177.78366088867188
4,22,2338,5,0.17395904660224915,0.11004617810249329
4,22,2338,10,1.2648260593414307,1.9024015665054321
4,22,2338,20,9.227551460266113,25.721195220947266
4,22,2338,40,43.94464874267578,173.19677734375
4,23,2536,5,0.13319694995880127,0.08376076072454453
4,23,2536,10,1.1499137878417969,1.8810123205184937
4,23,2536,20,8.186450958251953,27.795446395874023
4,23,2536,40,35.60322952270508,179.336669921875
4,24,2742,5,0.18617676198482513,0.11134068667888641
4,24,2742,10,1.3097710609436035,1.9817848205566406
4,24,2742,20,10.032139778137207,28.471498489379883
4,24,2742,40,45.34251403808594,189.7245330810547
4,25,2956,5,0.1415834128856659,0.08614736050367355
4,25,2956,10,1.0075318813323975,1.5441367626190186
4,25,2956,20,6.730876922607422,24.213708877563477
4,25,2956,40,32.526451110839844,172.31845092773438
4,26,3178,5,0.11528035998344421,0.06884139031171799
4,26,3178,10,0.9825249910354614,1.6478214263916016
4,26,3178,20,7.291940689086914,25.739538192749023
4,26,3178,40,31.26093292236328,172.04283142089844
4,27,3408,5,0.10285115242004395,0.060248538851737976
4,27,3408,10,0.8473821878433228,1.5825257301330566
4,27,3408,20,5.990830421447754,26.302902221679688
4,27,3408,40,26.240222930908203,178.8941650390625
4,28,3646,5,0.11997776478528976,0.06752800196409225
4,28,3646,10,0.8498151302337646,1.4783419370651245
4,28,3646,20,7.011556148529053,24.198604583740234
4,28,3646,40,33.45706558227539,165.52093505859375
4,29,3892,5,0.11774066090583801,0.07050114870071411
4,29,3892,10,0.8834006786346436,1.6373112201690674
4,29,3892,20,6.142068862915039,25.087453842163086
4,29,3892,40,27.318958282470703,165.32662963867188
